,Address,Full Location,Neighborhood,Area,Borough,Price,Baths,Beds
13153,"360 East 57th Street, Apt 27","Civic Center, Downtown Manhattan, Manhattan",Civic Center,Downtown Manhattan,Manhattan,4800.0,2.0,3
13154,"235 West End Avenue, Apt MAISO...","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,12500.0,3.0,4
13155,"800 Sixth Avenue, Apt 15H","NoMad, Midtown Manhattan, Manhattan",NoMad,Midtown Manhattan,Manhattan,3568.0,1.0,0
13156,"11 East 1st St, Apt 614","Bowery, Downtown Manhattan, Manhattan",Bowery,Downtown Manhattan,Manhattan,7960.0,2.0,2
13157,"30 East 70th St, Apt 3F","Lenox Hill, Upper East Side, Upper Manhattan, Manhattan",Lenox Hill,Upper East Side,Manhattan,2600.0,1.0,0
13158,"390 West End Avenue, Apt 11G","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,16500.0,3.0,2
13159,"825 West End Avenue, Apt 14FG","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,15000.0,4.0,4
13160,"58 East 56th St, Apt 4A","Midtown East, Midtown Manhattan, Manhattan",Midtown East,Midtown Manhattan,Manhattan,2395.0,1.0,1
13161,"246 Front St, Apt 2","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,6000.0,2.0,2
13162,"785 Woodward Avenue, Apt 2","Ridgewood, Northwestern Queens, Queens",Ridgewood,Northwestern Queens,Queens,1850.0,1.0,2
13163,77th & 3rd Avenue ,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3095.0,1.0,2
13164,East 24th Street,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,3150.0,1.0,0
13165, West 68th Street and Amsterda...,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,2695.0,1.0,1
13166,Hoyt Street,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",Downtown Brooklyn,Northwestern Brooklyn,Brooklyn,2700.0,1.0,0
13167,Schermerhorn St.,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",Downtown Brooklyn,Northwestern Brooklyn,Brooklyn,2695.0,1.0,0
13168,W 98th St.,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",Manhattan Valley,Upper West Side,Manhattan,4200.0,1.0,2
13169,East 74th St,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,2225.0,1.0,0
13170,West Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2940.0,1.0,0
13171,"105 Duane Street, Apt 4J","Tribeca, Downtown Manhattan, Manhattan",Tribeca,Downtown Manhattan,Manhattan,2466.0,1.0,0
13172,"536 Isham Street, Apt 31A","Inwood, Upper Manhattan, Manhattan",Inwood,Upper Manhattan,Manhattan,1700.0,1.0,1
13173,W 53rd St.,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,5262.0,2.0,2
13174,North End Ave.,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,4950.0,1.0,1
13175,North End Avenue,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,8700.0,2.0,2
13176,Central Park South,"Theater District, Midtown Manhattan, Manhattan",Theater District,Midtown Manhattan,Manhattan,3831.0,1.0,0
13177,W 53rd St,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,5486.0,2.0,2
13178,Cornelia Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,5495.0,2.0,2
13179,Sullivan street ,"SoHo, Downtown Manhattan, Manhattan",SoHo,Downtown Manhattan,Manhattan,2300.0,1.0,1
13180,North End Ave.,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,4950.0,1.0,1
13181,North End Avenue,"Battery Park City, Downtown Manhattan, Manhattan",Battery Park City,Downtown Manhattan,Manhattan,8700.0,2.0,2
13182,Central Park South,"Theater District, Midtown Manhattan, Manhattan",Theater District,Midtown Manhattan,Manhattan,3831.0,1.0,0
13183,W 53rd St,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,5486.0,2.0,2
13184,Cornelia Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,5495.0,2.0,2
13185,Sullivan street ,"SoHo, Downtown Manhattan, Manhattan",SoHo,Downtown Manhattan,Manhattan,2300.0,1.0,1
13186,Washington Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3184.0,1.0,1
13187,"515 West 171st Street, Apt 53","Washington Heights, Upper Manhattan, Manhattan",Washington Heights,Upper Manhattan,Manhattan,1850.0,1.0,1
13188,Saint Marks Avenue,"Crown Heights, Central Brooklyn, Brooklyn",Crown Heights,Central Brooklyn,Brooklyn,2625.0,1.0,2
13189,Wall Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3662.0,1.0,0
13190, West 119th Street,"Central Harlem, Upper Manhattan, Manhattan",Central Harlem,Upper Manhattan,Manhattan,3950.0,2.0,3
13191,East 30th Street,"Kips Bay, Midtown Manhattan, Manhattan",Kips Bay,Midtown Manhattan,Manhattan,3000.0,1.0,2
13192,"961 Columbus Avenue, Apt 1A","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",Manhattan Valley,Upper West Side,Manhattan,2156.0,1.0,1
13193,"1410 Prospect Place, Apt B2","Weeksville, Crown Heights, Central Brooklyn, Brooklyn",Weeksville,Crown Heights,Brooklyn,1725.0,1.0,1
13194,"65 Huron Street, Apt 2L","Greenpoint, Northern Brooklyn, Brooklyn",Greenpoint,Northern Brooklyn,Brooklyn,3100.0,1.0,2
13195,"386 Columbus Avenue, Apt 11A","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,7000.0,2.0,2
13196,East 17th St,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,2500.0,1.0,0
13197,"585 Isham Street, Apt 5H","Inwood, Upper Manhattan, Manhattan",Inwood,Upper Manhattan,Manhattan,2525.0,1.0,2
13198,Queens Street,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,3891.0,1.0,1
13199,Center Blvd,"Hunters Point, Long Island City, Northwestern Queens, Queens",Hunters Point,Long Island City,Queens,3600.0,1.0,1
13200,Queens Plaza South,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,3360.0,1.0,1
13201,59th Street,"Woodside, Northwestern Queens, Queens",Woodside,Northwestern Queens,Queens,2800.0,2.0,3
13202,E 3rd St.,"Bowery, Downtown Manhattan, Manhattan",Bowery,Downtown Manhattan,Manhattan,2566.0,1.0,2
13203,Spring Street,"NoLita, Downtown Manhattan, Manhattan",NoLita,Downtown Manhattan,Manhattan,4000.0,1.0,2
13204,West Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,4430.0,1.0,2
13205,East 7th Street,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,2099.0,1.0,0
13206,"32-23 35 Street, Apt 1L","Astoria, Northwestern Queens, Queens",Astoria,Northwestern Queens,Queens,2500.0,1.0,2
13207,E 62nd St,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3395.0,1.0,2
13208,Charles St,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,2675.0,1.0,0
13209,John Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2880.0,1.0,0
13210,West Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3640.0,1.0,1
13211,110 Ridge Street,"Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,3750.0,1.0,2
13212,24th Street,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,2595.0,1.0,0
13213,West 57th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,7299.0,2.0,3
13214,650 Ninth Avenue,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,1625.0,2.0,0
13215,Water Street,"DUMBO, Northwestern Brooklyn, Brooklyn",DUMBO,Northwestern Brooklyn,Brooklyn,2813.0,1.0,0
13216,221 West 22nd St,"Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,2250.0,1.0,1
13217,Copy of 115 East 92nd Street,"Carnegie Hill, Upper East Side, Upper Manhattan, Manhattan",Carnegie Hill,Upper East Side,Manhattan,2775.0,1.0,0
13218,"1166 Saint Johns Place, Apt 3B...","Crown Heights, Central Brooklyn, Brooklyn",Crown Heights,Central Brooklyn,Brooklyn,2300.0,1.0,1
13219,Murray Street,"Tribeca, Downtown Manhattan, Manhattan",Tribeca,Downtown Manhattan,Manhattan,6750.0,2.0,2
13220,"1002 Bushwick Avenue, Apt 4F","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,1999.0,1.0,1
13221,Queens Plaza South,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,3350.0,1.0,1
13222,Queens Boulevard,"Rego Park, Northwestern Queens, Queens",Rego Park,Northwestern Queens,Queens,2300.0,1.0,1
13223,W 21st St,"Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,2300.0,1.0,0
13224,Dean Street,"Prospect Heights, Northwestern Brooklyn, Brooklyn",Prospect Heights,Northwestern Brooklyn,Brooklyn,4500.0,2.0,3
13225,W 56th St.,"Midtown East, Midtown Manhattan, Manhattan",Midtown East,Midtown Manhattan,Manhattan,5300.0,2.0,3
13226,Dutch Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,6388.0,1.0,2
13227,Park Avenue - Murray Hill,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,3100.0,1.0,1
13228,East 88th Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,1984.0,1.0,1
13229,Crescent Street,"Ditmars, Astoria, Northwestern Queens, Queens",Ditmars,Astoria,Queens,2600.0,1.0,3
13230,Jane Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,4720.0,1.0,1
13231,Liberty St,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,5376.0,2.0,2
13232,Christopher Street,"West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,3850.0,1.0,0
13233,"322 West 57th St, Apt 38S","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,6500.0,2.0,2
13234,"322 West 57th St, Apt 23B2","Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,6500.0,2.0,2
13235,"103 Smith St, Apt 4","Boerum Hill, South Brooklyn, Brooklyn",Boerum Hill,South Brooklyn,Brooklyn,2825.0,1.0,1
13236,Wall Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3195.0,1.0,0
13237,Stanton Street,"Lower East Side, Downtown Manhattan, Manhattan",Lower East Side,Downtown Manhattan,Manhattan,7380.0,2.0,4
13238,7 Eldridge Street,"Chinatown, Downtown Manhattan, Manhattan",Chinatown,Downtown Manhattan,Manhattan,1250.0,1.0,0
13239,West Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3590.0,1.0,1
13240,Bond Street,"Gowanus, South Brooklyn, Brooklyn",Gowanus,South Brooklyn,Brooklyn,3295.0,1.0,1
13241,Broad Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,5546.0,2.0,1
13242,"481 Chauncey St, Apt 2L","Ocean Hill, Central Brooklyn, Brooklyn",Ocean Hill,Central Brooklyn,Brooklyn,2566.0,2.0,3
13243,"249 East 116th Street, Apt 3","East Harlem, Upper Manhattan, Manhattan",East Harlem,Upper Manhattan,Manhattan,2950.0,1.0,3
13244,"326 East 100th Street, Apt 2D","East Harlem, Upper Manhattan, Manhattan",East Harlem,Upper Manhattan,Manhattan,4303.0,2.0,4
13245,East 66th Street,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3100.0,1.0,2
13246,Upper East Side,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3200.0,1.0,1
13247,"51 W 84th St, Apt 10","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,2725.0,1.0,1
13248,"1372 York Avenue, Apt 1C","Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,2000.0,1.0,2
13249,Gramercy,"Gramercy Park, Midtown Manhattan, Manhattan",Gramercy Park,Midtown Manhattan,Manhattan,3950.0,1.0,1
13250,"80 Dekalb Avenue, Apt 24A","Fort Greene, Northwestern Brooklyn, Brooklyn",Fort Greene,Northwestern Brooklyn,Brooklyn,3425.0,1.0,1
13251,"180 Water Street, Apt 612","Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3450.0,1.0,1
13252,"100 Covert St, Apt 2MV","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,2300.0,2.0,2
13253,"100 Covert St, Apt 2LMV","Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,2300.0,2.0,2
13254,Ashland Place,"Fort Greene, Northwestern Brooklyn, Brooklyn",Fort Greene,Northwestern Brooklyn,Brooklyn,3744.0,1.0,1
13255,200 Water,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3969.0,1.0,1
13256,West 50th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,2388.0,1.0,2
13257,"29 7th Ave, Apt 2","West Village, Downtown Manhattan, Manhattan",West Village,Downtown Manhattan,Manhattan,6700.0,2.0,3
13258,E 70th St.,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,5013.0,2.0,3
13259,Water Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3700.0,1.0,1
13260,Water Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3700.0,1.0,1
13261,Pearl Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2933.0,1.0,0
13262,"422 41st St, Apt 1","Sunset Park, South Brooklyn, Brooklyn",Sunset Park,South Brooklyn,Brooklyn,2100.0,1.0,1
13263,"750 Columbus Avenue, Apt 8J","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",Manhattan Valley,Upper West Side,Manhattan,5738.0,2.0,2
13264,"43 Cheever Pl, Apt 3R","Cobble Hill, South Brooklyn, Brooklyn",Cobble Hill,South Brooklyn,Brooklyn,2300.0,1.0,1
13265,"110 Gates Avenue, Apt PH","Clinton Hill, Northwestern Brooklyn, Brooklyn",Clinton Hill,Northwestern Brooklyn,Brooklyn,7250.0,3.0,3
13266,"25 Central Park West, Apt 29K","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",Lincoln Square,Upper West Side,Manhattan,10500.0,2.0,2
13267,"50 East 28th St, Apt 19D","NoMad, Midtown Manhattan, Manhattan",NoMad,Midtown Manhattan,Manhattan,9695.0,2.0,2
13268,"340 51st St, Apt 2","Sunset Park, South Brooklyn, Brooklyn",Sunset Park,South Brooklyn,Brooklyn,2400.0,1.0,2
13269,"50 Bridge Park Drive, Apt 15A","Brooklyn Heights, Northwestern Brooklyn, Brooklyn",Brooklyn Heights,Northwestern Brooklyn,Brooklyn,17500.0,3.0,4
13270,"50 East 28th St, Apt 18K","NoMad, Midtown Manhattan, Manhattan",NoMad,Midtown Manhattan,Manhattan,8925.0,2.0,2
13271,"47 West 92nd St, Apt 2","Upper West Side, Upper Manhattan, Manhattan",Upper West Side,Upper Manhattan,Manhattan,10000.0,2.0,2
13272,Madison Avenue,"NoMad, Midtown Manhattan, Manhattan",NoMad,Midtown Manhattan,Manhattan,4495.0,2.0,2
13273,East 82nd Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,3400.0,1.0,0
13274,"30-83 32nd Street, Apt AB","Astoria, Northwestern Queens, Queens",Astoria,Northwestern Queens,Queens,3200.0,2.0,2
13275,"35 Market Street, Apt 3B","Two Bridges, Downtown Manhattan, Manhattan",Two Bridges,Downtown Manhattan,Manhattan,2000.0,1.0,1
13276,W 48th St. - Video Tour,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,2290.0,1.0,1
13277,Troutman,"Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,2799.0,1.0,2
13278,Troutman,"Bushwick, Northern Brooklyn, Brooklyn",Bushwick,Northern Brooklyn,Brooklyn,2624.0,1.0,3
13279,Gold Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,4550.0,1.0,2
13280,Gold Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,4550.0,1.0,2
13281,"115 S 2nd St, Brooklyn, Apt 3B...","Williamsburg, Northern Brooklyn, Brooklyn",Williamsburg,Northern Brooklyn,Brooklyn,3940.0,1.0,3
13282,Queens Street,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,3680.0,1.0,1
13283,Queens Street,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,2940.0,1.0,0
13284,West St.,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3900.0,1.0,1
13285,Water Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,4800.0,2.0,2
13286,East 34th Street,"Murray Hill, Midtown Manhattan, Manhattan",Murray Hill,Midtown Manhattan,Manhattan,4550.0,2.0,2
13287,West 45th Street- Hell's Kitch...,"Hell's Kitchen, Midtown Manhattan, Manhattan",Hell's Kitchen,Midtown Manhattan,Manhattan,3295.0,1.0,0
13288,"30 Washington St, Apt 4P","DUMBO, Northwestern Brooklyn, Brooklyn",DUMBO,Northwestern Brooklyn,Brooklyn,4200.0,1.0,2
13289,E 81st St,"Upper East Side, Upper Manhattan, Manhattan",Upper East Side,Upper Manhattan,Manhattan,3000.0,1.0,2
13290,"53 6 Avenue, Apt 1","Prospect Heights, Northwestern Brooklyn, Brooklyn",Prospect Heights,Northwestern Brooklyn,Brooklyn,2890.0,1.0,3
13291,Queens Plaza South,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,2450.0,1.0,0
13292,"246 Union Avenue, Apt 4A","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",East Williamsburg,Williamsburg,Brooklyn,2933.0,1.0,2
13293,Hanover Square - Financial Dis...,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3750.0,1.0,0
13294,East 33 street,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",Rose Hill,Kips Bay,Manhattan,3650.0,1.0,1
13295,"59 Thompson St, Apt 22","SoHo, Downtown Manhattan, Manhattan",SoHo,Downtown Manhattan,Manhattan,4166.0,1.0,2
13296,90th and First Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",Yorkville,Upper East Side,Manhattan,2800.0,1.0,1
13297,Rector Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2860.0,1.0,0
13298,West Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2715.0,1.0,0
13299,West 14th Street,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,3495.0,1.0,1
13300,Rector Street,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2860.0,1.0,0
13301,West Street ,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,2715.0,1.0,0
13302,West 14th Street,"East Village, Downtown Manhattan, Manhattan",East Village,Downtown Manhattan,Manhattan,3495.0,1.0,1
13303,24-14 42 st,"Astoria, Northwestern Queens, Queens",Astoria,Northwestern Queens,Queens,2775.0,1.0,3
13304,90 West,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3595.0,1.0,1
13305,200 Water,"Financial District, Downtown Manhattan, Manhattan",Financial District,Downtown Manhattan,Manhattan,3117.0,1.0,0
13306,Schermerhorn St,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",Downtown Brooklyn,Northwestern Brooklyn,Brooklyn,3000.0,1.0,0
13307,"110 Third Avenue, Apt 7B","Greenwich Village, Downtown Manhattan, Manhattan",Greenwich Village,Downtown Manhattan,Manhattan,5350.0,1.0,1
13308,"535 West 23rd St, Apt S11M","Chelsea, Midtown Manhattan, Manhattan",Chelsea,Midtown Manhattan,Manhattan,4895.0,1.0,1
13309,Court Square,"Long Island City, Northwestern Queens, Queens",Long Island City,Northwestern Queens,Queens,3125.0,1.0,1
